item,feedfieldname,title,description,datatypecode,filecode,tablecode,heirarchycode,units,polarity,includedinscores,pillaritem,catitem,reglicflag,valuescoreexists,asrepexists,sourceexists
312,QmsCertifiedPercent,QMS Certified Percent,"The percentage of company sites or subsidiaries that are certified with any widely acknowledged quality management system. - information to be on the percentage of operations that are certified with any widely acknowledged quality management system such as QS 9000-automotive, TL 9000-telecommunications, AS 9100- aerospace, and  ISO/TS 16949-automotive - quality management systems certified percentage = number of sites certified/total number of sites * 100 - includes if the company reports the percentage of employees working in ISO certified sites or revenue derived from those certified sites",3,1,3,1,Percentage,Positive,TRESG,6,13,,Y,Y,Y
313,RecentConsumerControversies,Recent Consumer Controversies,Number of controversies linked to consumer complaints or dissatisfaction directly linked to the company's products or services that have been published since the last fiscal year company update. - consumers or customers of the company suing the company for a faulty product/service - any complaints raised against the company by their customers,4,1,3,1,Number,Negative,TRESGC,6,13,,N,Y,Y
314,RecentCustomerHealthAndSafetyControversies,Recent Customer Health & Safety Controversies,Number of controversies linked to the elements driving product quality and responsibility published since the last fiscal year company update. - instances where safety of the customers is harmed - lawsuits against a company relating to consumers health,4,1,3,1,Number,Negative,TRESGC,6,13,,N,Y,Y
315,RecentFdaWarningLetters,Recent FDA Warning Letters,Number of FDA Warning letters since the last fiscal year company update.,4,1,3,1,Number,Negative,,6,13,,N,Y,Y
316,RecentPrivacyControversies,Recent Privacy Controversies,"Number of controversies linked to the elements driving product quality and responsibility published since the last fiscal year company update. - consider information where a breach of data has occurred - information relating to clients, employees, suppliers are considered",4,1,3,1,Number,Negative,TRESGC,6,13,,N,Y,Y
317,RecentProductAccessControversies,Recent Product Access Controversies,"Number of controversies linked to the elements driving product quality and responsibility published since the last fiscal year company update. - consider information where company's products are not accessible for everyone - restricting access to a particular set of people, market, segment or customers",4,1,3,1,Number,Negative,TRESGC,6,13,,N,Y,Y
318,RecentResponsibleMarketingControversies,Recent Responsible Marketing Controversies,Number of controversies linked to the elements driving product quality and responsibility published since the last fiscal year company update. - misleading a set of customers by wrongly marketing a product - marketing a deceptive products - not informing the clients about the side effects,4,1,3,1,Number,Negative,TRESGC,6,13,,N,Y,Y
319,RecentResponsibleRAndDControversies,Recent Responsible R&D Controversies,"Number of controversies published in the media linked to responsible R & D. - lawsuits against a company for its actions like research, development, testing, experiment, which are illegal, unethical & are without permissions - unlicensed research done on a product is considered",4,1,3,1,Number,Negative,TRESGC,6,13,,N,Y,Y
320,RevenuesFromHealthyFoodOrProducts,Revenues from Healthy Food or Products,"Percentage of revenue from sale of products and services that foster specific health and safety benefits for the consumers (healthy, organic or nutritional food, safe cars, etc.)? - when the company reports revenue from healthy food and products, percentage will be derived using below formula - percentage of revenue from healthy food and products= revenue from healthy food and products *100/total net revenue - mostly relevant for companies engaged in the production or retailing of goods and services - information is not considered for pharmaceutical companies on drugs alone as it is their business",3,1,3,1,Percentage,Positive,,6,13,,N,Y,Y
321,RevenuesFromPorkProducts,Revenues from Pork Products,Percentage of revenue generated by the company from the sale of pork products. -Percentage of revenue from pork products= revenue from pork products *100/total net revenue,3,1,3,1,Percentage,Negative,,6,13,,N,Y,Y
322,SixSigmaAndQualityManagementSystems,Six Sigma and Quality Mgt Systems,"Does the company claim to apply the Six Sigma, Lean Manufacturing, Lean Sigma, TQM or any other similar quality principles? - information to be on quality management systems in place such as six sigma, total quality management (TQM) and lean manufacturing - only an internal quality system or framework is considered - includes information on Good Manufacturing Practice (GMP) - information on quality certifications (like ISO 9000 and EFQMs) is not considered",1,1,3,1,Y/N,Positive,,6,13,,N,N,Y
323,Tobacco,Tobacco,Does the company produce tobacco? - consider if the company involves in the production of tobacco - includes the production of acetate tow which is used in cigarette filters only - includes if the company has a stake in another company producing tobacco  - retailing of tobacco is not considered,1,1,3,1,Y/N,Negative,,6,13,1,N,N,Y
324,Tobacco5PercentRevenues,Tobacco 5% Revenues,Are revenues generated from tobacco production/retailing larger than 5% of the total net revenues? - consider if the revenue is greater than 5% generated from the production of tobacco -consider if the revenue is greater than 5% generated from the retailing of tobacco - includes the production of acetate tow which is used in cigarette filters only,1,1,3,1,Y/N,Negative,,6,13,,N,N,Y
325,TobaccoRetailing,Tobacco Retailer,Does the company retail tobacco products,1,1,3,1,Y,Negative,,6,13,,N,N,Y
326,TobaccoRevenues,Tobacco Revenues,The revenues generated by the company from the sale of tobacco. - consider the total amount of revenue generated from the production of tobacco -consider the total amount of revenue generated from the retailing of tobacco - includes the production of acetate tow which is used in cigarette filters only,5,1,3,1,Currency = Local Reporting Currency,Negative,,6,13,1,N,Y,Y
327,ConsumerComplaintsControversies,Consumer Complaints Controversies,Is the company under the spotlight of the media because of consumer complaints or dissatisfaction directly linked to its products or services?,1,1,4,2,Y/N,Negative,,6,13,,N,N,N
328,DrugDelay,Drug Delay,Total number of products or services which have been delayed or drugs which have not been approved by regulators or similar official bodies.,4,1,4,2,Number,Negative,,6,13,,N,N,N
329,ProductQualityControversies,Product Quality Controversies,Is the company under the spotlight of the media because of a controversy linked to its products or services quality and responsibility?,1,1,4,2,Y/N,Negative,,6,13,,N,N,N
330,QualityManagementSystems,Quality Mgt Systems,"Does the company claim to apply quality management systems, such as ISO 9000, Six Sigma, Lean Manufacturing, Lean Sigma, TQM or any other similar quality principles?",1,1,4,2,Y/N,Positive,TRESG,6,13,,Y,N,N
331,ResponsibleMarketingControversies,Responsible Marketing Controversies,"Is the company under the spotlight of the media because of a controversy linked to the company's marketing practices, such as over marketing of unhealthy food to vulnerable consumers?",1,1,4,2,Y/N,Negative,,6,13,,N,N,N
332,CementEnergyUse,Cement Energy Use,Total energy use in gigajoules per tonne of clinker produced. - relevant to companies involved in the production of cement/ clinker,3,2,1,1,Gigajoules,Negative,TRESG,4,7,,Y,Y,Y
333,CoalProducedTotal,Coal Produced (Raw Material in Tonnes) Total,"Amount of Coal produced in tonnes (raw material). -the total amount of coal extracted is considered -If production is reported on a monthly or quarterly basis, the total yearly amount of coal produced will be calculated -specific for companies involved in the extraction of coal",3,2,1,1,Tonnes,Negative,,4,7,,N,Y,Y
334,ElectricityProduced,Electricity Produced,Electricity produced in gigajoules. - amount of electricity that has been produced/generated by the company,3,2,1,1,Gigajoules,Negative,,4,7,2,N,Y,Y
335,ElectricityPurchased,Electricity Purchased,"Electricity purchased in gigajoules. - amount of electricity that has been purchased by the company - if there is no evidence that electricity is produced by the company, we consider the reported electricity figure as purchased - if the company provides electricity use and electricity produced, the difference would be electricity purchased - if the company reports purchased electricity as indirect energy, then we consider the reported figure as electricity purchased",3,2,1,1,Gigajoules,Negative,,4,7,2,N,Y,Y
336,EnergyProducedDirect,Energy Produced Direct,"Direct energy produced in gigajoules. - amount of energy produced by the company through various sources like hydro, solar, wind, thermal plants, biomass, geothermal energy, co-generation, and heat energy",3,2,1,1,Gigajoules,Negative,,4,7,2,N,Y,Y
337,EnergyPurchasedDirect,Energy Purchased Direct,"Direct energy purchased in gigajoules. - direct energy purchased = direct energy use  direct energy produced - if the company reports purchased electricity/heat/ steam as indirect energy, then we reclassify the reported figure as direct energy purchased - direct energy can appear in either primary (e.g., natural gas for heating) or intermediate (e.g., electricity for lighting) forms. - includes purchased, extracted (e.g., coal, natural gas, oil), harvested (e.g., biomass energy), collected (e.g., solar, wind), or brought into the reporting organization's boundaries by other means",3,2,1,1,Gigajoules,Negative,,4,7,2,N,Y,Y
338,EnergyUseTotal,Energy Use Total,"Total direct and indirect energy consumption in gigajoules. - the total amount of energy that has been consumed within the boundaries of the company's operations - total energy use = total direct energy consumption + indirect energy consumption - purchased energy and produced energy are included in total energy use - for utilities, transmission/ grid loss as part of its business activities is considered as total energy consumed and data not to consider electricity produced to answer energy use (utility company produce to sell ) - for utilities, raw materials such as coal, gas or nuclear used in the production of energy are not considered under total energy use",3,2,1,1,Gigajoules,Negative,,4,7,2,N,Y,Y
339,EnvironmentalControversiesCount,Environmental Controversies Count,Number of controversies related to the environmental impact of the company's operations on natural resources or local communities. - consider information on oil spills/leaks occurred from a company's operations - toxic water/waste let out by a company's operations,4,2,1,1,Number,Negative,TRESGC,4,7,,N,Y,Y
340,EnvironmentalMaterialsSourcing,Environmental Materials Sourcing,"Does the company claim to use environmental criteria (e.g., life cycle assessment) to source or eliminate materials?",1,2,1,1,Y/N,Positive,TRESG,4,7,2,Y,N,Y
341,EnvironmentalSupplyChainManagement,Environmental Supply Chain Management,"Does the company use environmental criteria (ISO 14000, energy consumption, etc.) in the selection process of its suppliers or sourcing partners? - data can also be on existing suppliers who were selected using some environmental criteria",1,2,1,1,Y/N,Positive,TRESG,4,7,2,Y,N,Y
342,EnvironmentalSupplyChainMonitoring,Environmental Supply Chain Monitoring,"Does the company conduct surveys of the environmental performance of its suppliers? - any evidence that the company monitors its suppliers on environmental issues through surveys, audits, supplier site visits, and questionnaire",1,2,1,1,Y/N,Positive,TRESG,4,7,2,Y,N,Y
343,EnvironmentalSupplyChainPartnershipTermination,Env Supply Chain Partnership Termination,"Does the company report or show to be ready to end a partnership with a sourcing partner, if environmental criteria are not met?",1,2,1,1,Y/N,Positive,TRESG,4,7,2,Y,N,Y
344,EnvironmentManagementTeam,Environment Management Team,"Does the company have an environmental management team? - in scope are any team that performs the functions dedicated to environmental issues - an individual or team at any level composed of employees, even if the name of the team is different performing implementation of the environmental strategy - it is important to understand that the members of the team include employees of the company, who are operational on a day to day basis and are not the board committees (directors)",1,2,1,1,Y/N,Positive,TRESG,4,7,,Y,N,Y
345,EnvironmentManagementTraining,Environment Management Training,Does the company train its employees on environmental issues? - employee environmental (resource reduction & emission reduction) related training provided by the company or external trainers - in focus include the code of conduct training encompasses environmental aspects,1,2,1,1,Y/N,Positive,,4,7,,N,N,Y
346,FreshWaterWithdrawalTotal,Fresh Water Withdrawal Total,"Total fresh water withdrawal in cubic meters.  - freshwater refers to water with low salt contents - sources of fresh water: surface, underground, well, boreholes, rain and distributed/purchased water. - include water from the supply of municipal water, industrial water and tap/drinking water - saline, grey and brackish water are not considered",3,2,1,1,Cubic Meter,Negative,,4,7,,N,Y,Y
347,GreenBuildings,Green Buildings,Does the company report about environmentally friendly or green sites or offices? - office/green site where the company engages in some operations - LEED/BREEAM certifications for its own building - major refurbishments to improve the environmental aspects of sites/buildings/offices  - the building has to be operational at least at the end of the fiscal year - if building is under construction then grade as 'false',1,2,1,1,Y/N,Positive,TRESG,4,7,,Y,N,Y
348,GridLossPercentage,Grid Loss Percentage,"Percentage of Grid or Transmission loss as reported by the company. -relevant for Utility & Semi-Utility sectors -if company reports grid loss value and energy transmitted, will be calculated using below formula -grid loss % = transmission or grid loss value/ energy supply or sold *100",3,2,1,1,Percentage,Negative,,4,7,,N,Y,Y
349,IndirectEnergyUse,Indirect Energy Use,"Indirect energy consumption in gigajoules. - energy use for business-related travel (in vehicles or craft not owned or operated by the organization, e.g., airline flights) and employee commuting - raw materials used in the production of intermediate energy for the reporting organization by another organization",3,2,1,1,Gigajoules,Negative,,4,7,2,N,Y,Y
350,LandEnvironmentalImpactReduction,Land Environmental Impact Reduction,"Does the company report on initiatives to reduce the environmental impact on land owned, leased or managed for production activities or extractive use? - relevant to companies involved in agriculture, mining & oil and gas - in scope are the information on remediation, reclamation or remediation of disturbed land by operations",1,2,1,1,Y/N,Positive,TRESG,4,7,2,Y,N,Y
351,PolicyEnergyEfficiency,Policy Energy Efficiency,Does the company have a policy to improve its energy efficiency? - in scope are the various forms of processes/mechanisms/procedures to improve energy use in operation efficiently - system or a set of formal documented processes for efficient use of energy and driving continuous improvement,1,2,1,1,Y/N,Positive,TRESG,4,7,3,Y,N,Y
352,PolicyEnvironmentalSupplyChain,Policy Environmental Supply Chain,Does the company have a policy to include its supply chain in the company's efforts to lessen its overall environmental impact? - legal compliance data on the supply chain to reduce environmental impact is in scope - data on collaboration with suppliers towards reducing their environmental impacts - data on the reduction of environmental impacts at the suppliers operations,1,2,1,1,Y/N,Positive,TRESG,4,7,2,Y,N,Y
353,PolicySustainablePackaging,Policy Sustainable Packaging,"Does the company have a policy to improve its use of sustainable packaging? - description of processes /procedures used as sustainable packaging or to reduce the use of packaging for products by the company - information on environmentally friendly (resource and energy efficient) packaging - green packaging, returnable containers, biodegradable packaging",1,2,1,1,Y/N,Positive,TRESG,4,7,,Y,N,Y
354,PolicyWaterEfficiency,Policy Water Efficiency,Does the company have a policy to improve its water efficiency?  - in scope are the various forms of processes/mechanisms/procedures to improve water use in operation efficiently - system or a set of formal documented processes for efficient use of water and driving continuous improvement,1,2,1,1,Y/N,Positive,TRESG,4,7,3,Y,N,Y
355,RecentEnvironmentalControversies,Recent Environmental Controversies,Number of controversies related to the environmental impact of the company's operations on natural resources or local communities since the last fiscal year company update. - consider information on oil spills/leaks occurred from a company's operations - toxic water/waste let out by a company's operations,4,2,1,1,Number,Negative,TRESGC,4,7,,N,Y,Y
356,RenewableEnergyProduced,Renewable Energy Produced,"Total energy produced from primary renewable energy sources in gigajoules. - waste-to-energy is considered as one of the sources of renewable energy produced - we consider bioenergy produced as renewable only when the company reports it as renewable  - solar energy is commonly used to produce renewable energy alongside wind farm, hydro, geothermal and biomass",3,2,1,1,Gigajoules,Positive,,4,7,1,N,Y,Y
357,RenewableEnergyPurchased,Renewable Energy Purchased,"Total primary renewable energy purchased in gigajoules. - energy consumed by the company from various sources and among the purchased energy how much energy is renewable in nature ( solar, wind, hydro, biomass, geothermal) are in scope - if there is no evidence that renewable energy is produced by the company then we consider the reported energy figure as renewable energy purchased",3,2,1,1,Gigajoules,Positive,,4,7,,N,Y,Y
358,RenewableEnergyUse,Renewable Energy Use,Does the company make use of renewable energy? - renewable energy produced/purchased for its own use only - waste that is converted to energy and is used by the company for their own use,1,2,1,1,Y/N,Positive,,4,7,1,N,N,Y
359,TargetsEnergyEfficiency,Targets Energy Efficiency,"Has the company set targets or objectives to be achieved on energy efficiency? - in scope, are the short-term or long-term reduction target to be achieved on efficiently using the energy from business operations",1,2,1,1,Y/N,Positive,TRESG,4,7,,Y,N,Y
360,TargetsWaterEfficiency,Targets Water Efficiency,"Has the company set targets or objectives to be achieved on water efficiency? - in scope, are the short-term or long-term reduction target to be achieved on efficiently using the water at business operations",1,2,1,1,Y/N,Positive,TRESG,4,7,,Y,N,Y
361,TotalRenewableEnergy,Total Renewable Energy,Total primary renewable energy purchased and produced in gigajoules.,3,2,1,1,Gigajoules,Positive,,4,7,,N,Y,Y
362,ToxicChemicalsReduction,Toxic Chemicals Reduction,"Does the company report on initiatives to reduce, reuse, substitute or phase out toxic chemicals or substances? - in scope, the data includes chemicals, toxic materials, hazardous, PBT (persistent bio-accumulative toxic) and PVC (polyvinyl chloride)",1,2,1,1,Y/N,Positive,TRESG,4,7,2,Y,N,Y
363,WaterRecycled,Water Recycled,Amount of water recycled or reused in cubic meters. - recycled or reused water refers to water being sourced internally by recycling or reusing avoiding further withdrawals - treated water (not used again by the company) does not qualify as recycled water since countries/ companies are required by regulations or environmental standards to treat wastewater before discharging it into the environment,3,2,1,1,Cubic Meter,Positive,TRESG,4,7,2,Y,Y,Y
364,WaterWithdrawalTotal,Water Withdrawal Total,"Total water withdrawal in cubic meters. - the total volume of water withdrawn from any water source that was either withdrawn directly by the reporting organization or through intermediaries such as water utilities - different sources of water like well, town/utility/municipal water, river water, surface water, etc. are considered",3,2,1,1,Cubic Meter,Negative,,4,7,2,N,Y,Y
365,EnvironmentalControversies,Environmental Controversies,Is the company under the spotlight of the media because of a controversy linked to the environmental impact of its operations on natural resources or local communities?,1,2,2,2,Y/N,Negative,,4,7,,N,N,N
366,RenewableEnergyUseRatio,Renewable Energy Use Ratio,Total energy purchased from primary renewable energy sources divided by total energy.,3,2,2,2,Ratio,Positive,TRESG,4,7,2,Y,N,N
367,ResourceReductionPolicy,Resource Reduction Policy,Does the company have a policy for reducing the use of natural resources or to lessen the environmental impact of its supply chain?,1,2,2,2,Y/N,Positive,,4,7,1,N,N,N
368,ResourceReductionTargets,Resource Reduction Targets,Does the company set specific objectives to be achieved on resource efficiency?,1,2,2,2,Y/N,Positive,,4,7,1,N,N,N
369,TotalEnergyUseToRevenues,Total Energy Use To Revenues USD in million,Total direct and indirect energy consumption in gigajoules divided by net sales or revenue in US dollars in million.,3,2,2,2,(Gigajoules/Revenue$) * 1000000,Negative,TRESG,4,7,2,Y,N,N
370,TotalRenewableEnergyToEnergyUse,Total Renewable Energy To Energy Use in million,Total primary renewable energy purchased and produced in gigajoules divided Energy Use Total in million.,3,2,2,2,Gigajoules * 1000000,Positive,TRESG,4,7,,Y,N,N
371,WaterUseToRevenues,Water Use To Revenues USD in million,Total water withdrawal in cubic meters divided by net sales or revenue in US dollars in million.,3,2,2,2,(Cubic Meter/Revenue$)* 1000000,Negative,TRESG,4,7,,Y,N,N
372,AccountingControversiesCount,Accounting Controversies Count,Number of controversies published in the media linked to aggressive or non-transparent accounting issues. - lawsuits/cases where company's books of accounts is being manipulated,4,4,5,1,Number,Negative,TRESGC,5,15,,N,Y,Y
373,AdvanceNoticeForShareholderProposals,Advance Notice for Shareholder Proposals,Does the company have deadlines relating to shareholder proposals? - refers to the ability for shareholders to submit proposals at the incoming shareholder meeting but before a deadline date or within a deadline window - includes proposals for any normal resolutions or nominations for directors election - consider when shareholders proposals to be submitted before a deadline date or within a deadline window,1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
374,AdvanceNoticePeriodDays,Advance Notice Period Days,"What is the minimum interval prior to the next shareholder meeting beyond which a shareholder proposal will not be accepted? - refers to the minimum numbers days in the deadline window prior to the next shareholder meeting - includes proposals for any normal resolutions or nominations for directors election - when a deadline window is reported, consider the minimum number of days to answer - when a deadline date is given and the date of the meeting is also reported, calculate the number of days between the two dates",3,4,5,1,Days,Positive,,5,15,,N,Y,Y
375,AuditorEarlyResignation,Auditor Early Resignation,Has an external auditor of the company resigned or has been terminated during the year?,1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
376,AuditorTenure,Auditor Tenure,The number of years current auditor is serving the organization.,3,4,5,1,Years,Negative,TRESG,5,15,,Y,Y,Y
377,ClassifiedBoardStructure,Classified Board Structure,"Does the company have a classified board structure?  - consider when the board is divided into different classes and each class is elected for a different term of office - when the board is divided into different classes and each class is elected for an identical term of office, grade false - when the board is not divided into classes, but groups of directors are required to be re-elected on rotation at a standard timely interval, grade false - when the board is not divided into classes but the whole board is elected together at a regular interval, grade false",1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
378,CompanyCrossShareholding,Company Cross Shareholding,"Does the company have significant cross shareholding that can prevent takeovers? - consider when the company reports having cross-shareholdings with other company - consider when the company reports having a shareholder agreement with another entity, such as each holds shares within each other",1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
379,ConfidentialVotingPolicy,Confidential Voting Policy,"Does the company have a confidential voting policy (i.e., management cannot view the results of shareholder votes)? - a policy of keeping the votes of shareholders confidential  - consider a formal policy for keeping votes confidential or when there are processes in place to protect shareholders votes against any arbitrary disclosures - consider the processes of appointing an independent inspector/scrutineers or any other third party outside of the company are considered - consider when the voting (in ballots, through proxies) and voting-tabulations are kept confidential - grade false when votes are carried out on a show of hand, by voice vote (viva voce) or through an open ballot",1,4,5,1,Y/N,Positive,,5,15,,N,N,Y
380,DifferentVotingRightShare,Different Voting Right Share,Does the company have shares with different voting right? - in scope are the information on issued or outstanding common shares  - different classes of shares with different voting rights attached  - when there is the unit share system with shares held less than 1 unit carrying no voting right it is classified as different share different voting right,1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
381,DirectorElectionMajorityRequirement,Director Election Majority Requirement,"Are the company's board members generally elected with a majority vote? - simple majority voting through ordinary resolutions including the election of directors during shareholder meetings - when it is contested and uncontested election, resolution on uncontested election is taken into the consideration",1,4,5,1,Y/N,Positive,TRESG,5,15,,Y,N,Y
382,EarningsRestatement,Earnings Restatement,Is the company in the process of a material earnings restatement?,1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
383,EliminationOfCumulativeVotingRights,Elimination of Cumulative Voting Rights,"Has the company reduced or eliminated cumulative voting in regard to the election of board members? - consider when cumulative is specifically denied  - when there is cumulative right, even when used in exceptional circumstances, grade false",1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
384,ExpandedConstituencyProvision,Expanded Constituency Provision,"Does the company have expanded-constituency provisions in place? - expanded constituency provision refers to the consideration of a holistic approach by the board when analyzing takeover proposal and deciding on its acceptance - includes a wider array of criteria such as the impact the takeover will have on the companys stockholders, employees, suppliers, customers and the communities in which it is located - consider when the company reports that its board of directors considers the interest of its various stakeholders when deciding upon a takeover proposal - consider when it is mentioned that the board of directors will discharge its duties by considering the impact of its actions and decisions, on the interest of the various stakeholders of the company",1,4,5,1,Y/N,Positive,,5,15,,N,N,Y
385,FairPriceProvision,Fair Price Provision,"Is the company subject to fair price provision, either under applicable law or as stated in the company documents (charter or bylaws)? - consider when shareholders are entitled to get a fair price for their shares in the event of a change in control - consider when the company mentions a minimum price for shareholders in relation to a change in control - consider when shareholders are subject to dissenters right, specific to a change in control event or to appraisal right, specific to a change in control event - include if the company claims to follow law provision that permits shareholders to earn fair value for their shares following a change in control",1,4,5,1,Y/N,Positive,,5,15,,N,N,Y
386,GoldenParachute,Golden Parachute,"Does the company have a golden parachute or other restrictive clauses related to changes of control (compensation plan for accelerated pay-out)? - consider if a large or special severance package given to top executives for their loss of office following a change in control of the company - include accelerated vesting of share-based compensation without any conditions attached awarded to executives due to loss of office following a takeover - consider when there is a change in control clause in the employment agreement of any of the executives, in the form of severance benefits.",1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
387,InsiderDealingsControversiesCount,Insider Dealings Controversies Count,"Number of controversies published in the media linked to insider dealings and other share price manipulations. - lawsuits relating to share price manipulations - any dealings in the shares of the company, by the insiders or related thereof, acting upon the news which is private and confidential and not available to the general public",4,4,5,1,Number,Negative,TRESGC,5,15,,N,Y,Y
388,LimitationOfDirectorLiability,Limitation of Director Liability,"Does the company have a limitation of director liability?  - consider any mechanism that limits director liability which potentially is incurred in lawsuit cases or damages against directors & officers, for action(s) taken during the course of their duty - the mechanism includes indemnification, liability insurance (D&O insurance) and any other form of discharge from liability - consider when shareholders vote to discharge directors from liability",1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
389,LimitationsOnRemovalOfDirectors,Limitations on Removal of Directors,"Are there limitations on the shareholders' right to remove board members (i.e., only for cause, supermajority vote required, etc.)? - consider information on limitations on the right to removal of the board of directors refer to any restriction on the ability of shareholders to remove a director before his or her term expires - consider when directors are removed with cause and through a supermajority rule, a simple majority voting but only with cause, or by special resolution - includes information on removal of trustees, supervisory board, and board of commissioners may also be considered",1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
390,LimitedShareholderRightsToCallMeetings,Limited Shareholder Rights to Call Meetings,"Has the company limited the rights of shareholders to call special meetings?  - any limitations for shareholders to call meetings such as a complete denial of rights for shareholders or if they hold more than 10% of shares - consider if only directors and officers have the right to call a special or extraordinary meeting  - consider when shareholders call a special or extraordinary meeting in the event there are no directors in the company - when shareholders holding less than 10% of shares have the right to call a special or extraordinary meeting, grade false",1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
391,LitigationExpenses,Litigation Expenses,Total of all litigation expenses incurred as reported by the company.,5,4,5,1,Currency = Local Reporting Currency,Negative,,5,15,,N,Y,Y
392,MinimumNumberOfSharesToVote,Minimum Number of Shares to Vote,Has the company set requirements for a minimum number of shares to vote? - information on shareholders who must have a minimum number of shares to be held in order to vote,1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
393,PoisonPill,Poison Pill,"Does the company have a poison pill (shareholder rights plan, macaroni defense, etc.)?",1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
394,PoisonPillAdoptionDate,Poison Pill Adoption Date,The adoption date of the poison pill.,2,4,5,1,Date,Not applicable,,5,15,,N,Y,Y
395,PoisonPillExpirationDate,Poison Pill Expiration Date,The expiration date of the poison pill.,2,4,5,1,Date,Not applicable,,5,15,,N,Y,Y
396,PolicyEqualVotingRight,Policy Equal Voting Right,"Does the company have a policy to apply the one-share, one-vote principle? - the company maintaining equal rights for every common share - when there is 1 class of shares but no information on voting right is given then it is concluded that all the shares contain the same voting rights",1,4,5,1,Y/N,Positive,,5,15,,N,N,Y
397,PolicyShareholderEngagement,Policy Shareholder Engagement,"Does the company have a policy to facilitate shareholder engagement, resolutions or proposals? - in scope, are the data on company facilitating shareholders to have the right to ask a question to the board or management  - allow shareholders to table resolutions or shareholder proposals at the shareholder meetings",1,4,5,1,Y/N,Positive,,5,15,,N,N,Y
398,PreEmptiveRights,Pre-emptive Rights,"Does the company grant pre-emptive rights to existing shareholders? - consider if existing shareholders having pre-emptive rights or subscription rights with regards to their shareholdings in the company - consider if the issuance of new shares is granted to existing shareholders first, in proportion to the shares they currently own or on a pro rata basis",1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
399,ProfitWarnings,Profit Warnings,Has the company issued a profit warning during the year?,1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
400,PublicAvailabilityCorporateStatutes,Public Availability Corporate Statutes,"Are the company's articles of association, statutes or bylaws publicly available?",1,4,5,1,Y/N,Positive,TRESG,5,15,,Y,N,Y
401,RecentAccountingControversiesCount,Recent Accounting Controversies Count,Number of controversies linked to aggressive or non-transparent accounting issues published since the last fiscal year company update. - lawsuits/cases where company's books of accounts is being manipulated,4,4,5,1,Number,Negative,TRESGC,5,15,,N,Y,Y
402,RecentInsiderDealingsControversies,Recent Insider Dealings Controversies,"Number of controversies linked to insider dealings and other share price manipulations published since the last fiscal year company update. - lawsuits relating to share price manipulations - any dealings in the shares of the company, by the insiders or related thereof, acting upon the news which is private and confidential and not available to the general public",4,4,5,1,Number,Negative,TRESGC,5,15,,N,Y,Y
403,RecentShareholderRightsControversies,Recent Shareholder Rights Controversies,Number of controversies linked to shareholder rights infringements published since the last fiscal year company update. - shareholders sue the company if they think the company has deceived them - lawsuits against the company for any unlawful acts by the company,4,4,5,1,Number,Negative,TRESGC,5,15,,N,Y,Y
404,ShareholderApprovalSignificantTransactions,Shareholder Approval Significant Transactions,"Limitations to the shareholders right to approve  significant company transitions such as M&As (no rights to vote or supermajority required)? - consider when the approval of significant company transactions requires a supermajority vote, qualified majority, absolute majority or special resolution - includes when shareholders cannot approve significant company transactions or significant company transactions require the prior approval of holders of special shares - consider when significant company transaction is restricted due to one major shareholder having a controlling stake in the company or due to the concentration of ownership by directors and officers of the company - consider the company claims to follow law provision that restricts or limit the ability for shareholders to approve significant company transactions",1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
405,ShareholderRightsControversiesCount,Shareholder Rights Controversies Count,Number of controversies linked to shareholder rights infringements published in the media. - shareholders sue the company if they think the company has deceived them - lawsuits against the company for any unlawful acts by the company,4,4,5,1,Number,Negative,TRESGC,5,15,,N,Y,Y
406,ShareholdersVoteOnExecutivePay,Shareholders Vote on Executive Pay,"Do the company's shareholders have the right to vote on executive compensation? - voting on senior executive compensation like advisory vote, say on pay, approval of overall remuneration report",1,4,5,1,Y/N,Positive,TRESG,5,15,,Y,N,Y
407,StaggeredBoardStructure,Staggered Board Structure,"Does the company have a staggered board structure? - the staggered board structure is one where only a portion of directors is elected during a particular fiscal year - consider when the whole board is not elected at the same time - consider when the board is divided into different classes and each class is elected at different times, whether for an identical term of office or not - consider when the board of directors is required to be re-elected on a rotational basis",1,4,5,1,Y/N,Negative,,5,15,,N,N,Y
408,StateOwnedEnterpriseSoe,State Owned Enterprise SOE,"Is the company a State Owned Enterprise (SOE)? - an entity owned or controlled by the government or any governmental body, if the latter has more than 50% of votes or has a golden share in the company, which gives it veto power",1,4,5,1,Y/N,Negative,TRESG,5,15,,Y,N,Y
