type_,code,desc_
2,5080,"Machinery, Equipment, and Supplies"
2,5084,Industrial Machinery and Equipment
2,5090,Miscellaneous Durable Goods
2,5094,"Jewelry, Watches, Precious Stones, and Precious Metals"
2,5099,"Durable Goods, Not Elsewhere Classified"
2,5110,Paper and Paper Products
2,5122,"Drugs, Drug Proprietaries, and Druggists' Sundries"
2,5130,"Apparel, Piece Goods, and Notions"
2,5140,Groceries and Related Products
2,5141,"Groceries, General Line"
2,5150,Farm- Product raw Materials
2,5160,Chemicals and Allied Products
2,5171,Petroleum Bulk Stations and Terminals
2,5172,"Petroleum and Petroleum Products Wholesalers, Except Bulk Station"
2,5180,"Beer, Wine, and Distilled Alcoholic Beverages"
2,5190,Miscellaneous Nondurable Goods
2,52,"Building Materials, Hardware, Garden Supply, and Mobile Home Dealers"
2,5211,Lumber and Other Building Materials Dealers
2,5311,Department Stores
2,5331,Variety Stores
2,5399,Miscellaneous General Merchandise Stores
2,54,Food Stores
2,5411,Grocery Stores
2,5412,Convenience Stores
2,55,Automotive Dealers and Gasoline Service Stations
2,5531,Auto and Home Supply Stores
2,56,Apparel and Accessory Stores
2,5621,Women's Clothing Stores
2,5651,Family Clothing Stores
2,5661,Shoe Stores
2,57,"Home Furniture, Furnishings, and Equipment Stores"
2,5712,Furniture Stores
2,5731,"Radio, Television, and Consumer Electronics Stores"
2,5734,Computer and Computer Software Stores
2,5735,Record and Prerecorded Tape Stores
2,5810,Eating and Drinking Places
2,5812,Eating Places
2,59,Miscellaneous Retail
2,5912,Drug Stores and Proprietary Stores
2,5940,Miscellaneous Shopping Goods Stores
2,5944,Jewelry Stores
2,5945,"Hobby, Toy, and Game Shops"
2,5960,Nonstore Retailers
2,5961,Catalog and Mail- Order houses
2,5990,"Retail Stores, Not Elsewhere Classified"
2,6021,National Commercial Banks
2,6022,State Commercial Banks
2,6029,"Commercial Banks, Not Elsewhere Classified"
2,6035,"Savings Institutions, Federally Chartered"
2,6036,"Savings Institutions, Not Federally Chartered"
2,6099,"Functions Related To Depository Banking, Not Elsewhere Classified"
2,6111,Federal and Federally- Sponsored credit Agencies
2,6141,Personal Credit Institutions
2,6153,"Short- Term business Credit Institutions, Except Agricultural"
2,6159,Miscellaneous Business Credit Institutions
2,6162,Mortgage Bankers and Loan Correspondents
2,6163,Loan Brokers
2,6172,Finance Lessors
2,6189,Asset Backed Securities
2,6199,Finance Services
2,62,"Security and Commodity Brokers, Dealers, Exchanges, and Services"
2,6211,"Security Brokers, Dealers, and Flotation Companies"
2,6221,Commodity Contracts Brokers and Dealers
2,6282,Investment Advice
2,6311,Life Insurance
2,6321,Accident and Health Insurance
2,6324,Hospital and Medical Service Plans
2,6331,"Fire, Marine, and Casualty Insurance"
2,6351,Surety Insurance
2,6361,Title Insurance
2,6399,"Insurance Carriers, Not Elsewhere Classified"
2,6411,"Insurance Agents, Brokers, and Service"
2,65,Real Estate
2,6510,Real Estate Operators (Except Developers) and Lessors
2,6512,Operators of Nonresidential Buildings
2,6513,Operators of Apartment Buildings
2,6519,"Lessors of Real Property, Not Elsewhere Classified"
2,6531,Real Estate Agents and Managers
2,6552,"Land Subdividers and Developers, Except Cemeteries"
2,6770,Blank Checks
2,6792,Oil Royalty Traders
2,6794,Patent Owners and Lessors
2,6795,Mineral Royalty Traders
2,6798,Real Estate Investment Trusts
2,6799,"Investors, Not Elsewhere Classified"
2,70,"Hotels, Rooming Houses, Camps, and Other Lodging Places"
2,7011,Hotels and Motels
2,72,Personal Services
2,7310,Advertising
2,7311,Advertising Agencies
2,7320,"Consumer Credit Reporting Agencies, Mercantile Reporting Agencies"
2,7330,"Mailing, Reproduction, Commercial Art and Photography, and Stenographic Services"
2,7331,Direct Mail Advertising Services
2,7340,Services To Dwellings and Other Buildings
2,7350,Miscellaneous Equipment Rental and Leasing
2,7359,"Equipment Rental and Leasing, Not Elsewhere Classified"
2,7361,Employment Agencies
2,7363,Help Supply Services
2,7370,"Computer Programming, Data Processing, and Other Computer Related Services"
2,7371,Computer Programming Services
2,7372,Prepackaged Software
2,7373,Computer Integrated Systems Design
2,7374,Computer Processing and Data Preparation and Processing Services
2,7377,Computer Rental and Leasing
2,7380,Miscellaneous Business Services
2,7381,"Detective, Guard, and Armored Car Services"
2,7384,Photofinishing Laboratories
2,7385,Telephone Interconnect Systems
2,7389,"Business Services, Not Elsewhere Classified"
2,75,"Automotive Repair, Services, and Parking"
2,7510,"Automotive Rental and Leasing, Without Drivers"
2,76,Miscellaneous Repair Services
2,7812,Motion Picture and Video Tape Production
2,7819,Services Allied To Motion Picture Production
2,7822,Motion Picture and Video Tape Distribution
2,7829,Services Allied To Motion Picture Distribution
2,7830,Motion Picture Theaters
2,7841,Video Tape Rental
2,79,Amusement and Recreation Services
2,7948,"Racing, Including Track Operation"
2,7990,Miscellaneous Amusement and Recreation Services
2,7997,Membership Sports and Recreation Clubs
2,80,Health Services
2,8011,Offices and Clinics of Doctors of Medicine
2,8050,Nursing and Personal Care Facilities
2,8051,Skilled Nursing Care Facilities
2,8060,Hospitals
2,8062,General Medical and Surgical Hospitals
2,8071,Medical Laboratories
2,8082,Home Health Care Services
2,8090,"Miscellaneous Health and Allied Services, Not Elsewhere Classified"
2,8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
2,8111,Legal Services
2,82,Educational Services
2,83,Social Services
2,8351,Child Day Care Services
2,87,"Engineering, Accounting, Research, Management, and Related Services"
2,8711,Engineering Services
2,8731,Commercial Physical and Biological Research
2,8734,Testing Laboratories
2,8741,Management Services
2,8742,Management Consulting Services
2,8744,Facilities Support Management Services
2,89,"Services, Not Elsewhere Classified"
2,9721,International Affairs
2,9995,Non-operating Establishments
3,ATD,Anti-Takeover Devices
3,ESG,ESG
4,af,Afrikaans
4,ar,Arabic
4,bg,Bulgarian
4,bs,Bosnian
4,cs,Czech
4,cs-CZ,Czech - Czech Republic
4,da,Danish
4,de,German
4,el-GR,Greek - Greece
4,en,English
4,es,Spanish
4,fi,Finnish
4,fr,French
4,he,Hebrew
4,hu,Hungarian
4,id,Indonesian
4,is,Icelandic
4,it,Italian
4,ja,Japanese
4,ko,Korean
4,lt,Lithuanian
4,lv,Latvian
4,mk,Macedonian
4,nl,Dutch
4,no,Norwegian
4,pl,Polish
4,pt,Portuguese
4,ro,Romanian
4,ru,Russian
4,sh,Serbo-Croatian
4,sk,Slovak
4,sl,Slovenian
4,sv,Swedish
4,th,Thai
4,tr,Turkish
4,vi,Vietnamese
4,zh,Chinese
4,zh-Hans,Chinese (Simplified)
4,zh-Hant,Chinese (Traditional)
7,BMR,ESG Disclosure regulation for ESG benchmarks
7,SFDR,ESG Disclosure for Sustainable Finance Disclosure Regulation
